PartPrefix,PartBase,PartSuffix,EngineeringDescription,FloorDescription,PackageType,AssetType,UnitOfMeasure,Type,Stage,Status,ProductionDate,Out-of-ProductionDate,Color,Quantity,EngChangeLevel,Version,Archived,Min,Max
M8A2,16B521,AD,HIGH VOLTAGE INVERTER TO CIMG HRNS,,BULK,,,DISCRETE,Production,Current Model,,,,18,,2.0v,FALSE,2,100
