PartPrefix,PartBase,PartSuffix,EngineeringDescription,FloorDescription,PackageType,AssetType,UnitOfMeasure,Type,Stage,Status,ProductionDate,Out-of-ProductionDate,Color,Quantity,EngChangeLevel,Version,Archived,Min,Max
CX23,10C655,AD,BAT,,BULK,,,DISCRETE,Production,Current Model,,,,65,,2.0v,FALSE,1,2
