Version,PartPrefix,PartBase,PartSuffix,PartRouteNumber,PartRouteStage,TriggerType,Strategy,TagID,ProductionDate,OutOfProductionDate,GeneralInstructions,PlacardInstructions,ExternalSegments,OverShipmentsAllowed,PartialShipmentsAllowed,RequiredDetailShipmentInformation,Hold,Archived,RequestPutAway
4.00.00v,CPLA,3B328,AC,146,Production,Manual,ReorderPoint,,4/16/16 15:07:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,3B329,AD,148,Production,Manual,ReorderPoint,,1/21/17 18:04:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GPLA,114A57,BB,178,Production,Manual,ReorderPoint,,11/06/2018 19:58,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,2D300,BA,188,Production,Manual,ReorderPoint,,2/20/19 10:39:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,2D301,BA,190,Production,Manual,ReorderPoint,,1/14/19 13:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,406A76,EE,200,Production,Manual,ReorderPoint,,11/16/14 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,406A76,FE,202,Production,Manual,ReorderPoint,,6/30/14 19:29:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,406A77,EE,204,Production,Manual,ReorderPoint,,6/26/14 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,406A77,FE,206,Production,Manual,ReorderPoint,,6/26/14 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,253A10,AC,214,Production,Manual,ReorderPoint,,3/25/19 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,43712,AF,216,Production,Manual,ReorderPoint,,09/11/2018 20:14,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DPLA,5K898,AG,222,Production,Manual,ReorderPoint,,11/20/18 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DPLA,5K976,AG,224,Production,Manual,ReorderPoint,,4/27/18 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,20530,AD,241,Production,Manual,ReorderPoint,,3/25/19 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,20530,AD,243,Production,Manual,ReorderPoint,,3/25/19 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,25324,AD,245,Production,Manual,ReorderPoint,,03/11/2019 00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,25324,AD,247,Production,Manual,ReorderPoint,,03/11/2019 00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,18D487,BE,251,Production,Manual,ReorderPoint,,2/19/16 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,18D487,CE,253,Production,Manual,ReorderPoint,,2/19/16 12:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,19A834,DE,261,Production,Manual,ReorderPoint,,02/05/2019 00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,19N601,BF,265,Production,Manual,ReorderPoint,,6/26/14 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,19N601,CD,267,Production,Manual,ReorderPoint,,9/29/14 15:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,19N602,BE,269,Production,Manual,ReorderPoint,,9/30/14 19:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,14K159,AD,281,Production,Manual,ReorderPoint,,5/14/16 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,14K160,AD,283,Production,Manual,ReorderPoint,,5/14/16 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,FPLA,14F447,AC,287,Out_of_Production,Manual,ReorderPoint,,6/26/14 00:00:00,12/10/2015 00:00,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,25596,AB,299,Production,Manual,ReorderPoint,,5/14/16 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,25597,AB,301,Production,Manual,ReorderPoint,,5/14/16 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,208A96,AB,303,Production,Manual,ReorderPoint,,3/21/19 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,208A97,AB,305,Production,Manual,ReorderPoint,,5/14/16 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,255A60,AC,307,Production,Manual,ReorderPoint,,5/14/16 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,4B148,BC,311,Production,Manual,ReorderPoint,,4/16/16 08:17:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK6M,19D522,AD,315,Production,Manual,ReorderPoint,,2/19/16 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK6M,19D522,CC,319,Production,Manual,ReorderPoint,,5/14/16 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK6M,19D522,DD,321,Production,Manual,ReorderPoint,,2/19/16 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,517C79,AD,343,Production,Manual,ReorderPoint,,11/18/17 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,40406,AB,345,Production,Manual,ReorderPoint,,5/14/16 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,6K683,CA,363,Out_of_Production,Manual,ReorderPoint,,02/01/2016 00:00,02/03/2016 00:00,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,6K769,CA,367,Production,Manual,ReorderPoint,,03/04/2016 00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,5500,BC,395,Production,Manual,ReorderPoint,,2/20/19 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,9L440,AC,407,Production,Manual,ReorderPoint,,5/14/16 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,9J296,AD,425,Production,Manual,ReorderPoint,,5/14/16 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,20518,AC,443,Production,Manual,ReorderPoint,,11/06/2018 00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,21596,AH,447,Production,Manual,ReorderPoint,,2/20/19 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,21597,AH,449,Production,Manual,ReorderPoint,,2/27/19 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,6C700,DA,463,Production,Manual,ReorderPoint,,2/19/16 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,17404,AA,467,Production,Manual,ReorderPoint,,5/14/16 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,8A080,AA,469,Production,Manual,ReorderPoint,,10/29/18 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,8D010,AA,479,Production,Manual,ReorderPoint,,4/16/16 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,FPLA,8D048,AA,481,Production,Manual,ReorderPoint,,3/25/19 00:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CK52,454A20,AD,533,Production,Manual,ReorderPoint,,3/21/19 08:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CK52,454A21,AC,535,Production,Manual,ReorderPoint,,3/21/19 08:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,JK52,460A14,BA,537,Production,Manual,ReorderPoint,,09/09/2017 08:15,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,1688,DC,541,Production,Manual,ReorderPoint,,2/22/19 13:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,16A579,AL,571,Production,Manual,ReorderPoint,,07/05/2018 08:15,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,18D307,ED,577,Production,Manual,ReorderPoint,,2/19/16 08:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,21122,AD,583,Production,Manual,ReorderPoint,,3/25/19 08:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,21123,AD,585,Production,Manual,ReorderPoint,,11/07/2017 08:15,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,279D23,AM,597,Production,Manual,ReorderPoint,,5/14/16 08:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,FPLA,6M040,BB,611,Production,Manual,ReorderPoint,,02/02/2019 08:15,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,9032,BD,615,Production,Manual,ReorderPoint,,07/10/2014 08:15,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,9032,CD,617,Production,Manual,ReorderPoint,,5/14/16 08:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,9032,DD,619,Production,Manual,ReorderPoint,,4/23/17 08:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,JPLA,9H707,AA,623,Production,Manual,ReorderPoint,,7/25/17 08:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,9A676,AD,625,Production,Manual,ReorderPoint,,08/03/2016 08:15,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,9C619,DA,627,Production,Manual,ReorderPoint,,2/19/16 08:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,9C620,AA,629,Production,Manual,ReorderPoint,,2/19/16 08:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,9C620,CB,631,Production,Manual,ReorderPoint,,2/19/16 08:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,9C620,FA,633,Production,Manual,ReorderPoint,,2/19/16 08:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,025A52,AF,639,Production,Manual,ReorderPoint,,09/09/2017 08:15,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,20554,AE,643,Production,Manual,ReorderPoint,,10/03/2018 08:15,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,29149,AH,653,Production,Manual,ReorderPoint,,09/09/2017 08:15,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DPLA,018A42,AC,659,Production,Manual,ReorderPoint,,2/19/16 08:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DPLA,018A42,CC,661,Production,Manual,ReorderPoint,,2/19/16 08:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DPLA,278C63,AE,669,Production,Manual,ReorderPoint,,07/10/2014 08:15,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CK52,13D748,AF,685,Production,Manual,ReorderPoint,,5/14/16 13:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,025A53,AF,741,Production,Manual,ReorderPoint,,5/14/16 13:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,17B861,AB,749,Production,Manual,ReorderPoint,,5/14/16 13:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,17F846,AC,751,Production,Manual,ReorderPoint,,10/28/16 13:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,425A92,AD8PVJ,767,Production,Manual,ReorderPoint,,3/26/19 13:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,45531,AE8PVJ,769,Production,Manual,ReorderPoint,,08/03/2016 13:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,50740,AB,771,Production,Manual,ReorderPoint,,5/14/16 13:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK6M,17F846,AD,779,Production,Manual,ReorderPoint,,1/14/19 13:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,EPLA,2C060,EB,817,Out_of_Production,Manual,ReorderPoint,,7/17/14 13:00:00,12/10/2015 00:00,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,17B589,BD,859,Out_of_Production,Manual,ReorderPoint,,7/17/14 13:00:00,12/10/2015 00:00,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,21122,AD,861,Production,Manual,ReorderPoint,,11/07/2017 13:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,BH42,10300,AD,883,Production,Manual,ReorderPoint,,04/08/2016 11:53,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,BH42,10300,AD,884,Production,Manual,ReorderPoint,,2/23/15 11:56:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,10300,AC,885,Production,Manual,ReorderPoint,,04/08/2016 12:02,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,10300,AC,886,Production,Manual,ReorderPoint,,2/23/15 12:04:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,AH22,11001,AE,896,Out_of_Production,Manual,ReorderPoint,,,12/10/2015 00:00,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,11001,AC,897,Production,Manual,ReorderPoint,,04/08/2016 22:19,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,11001,AC,898,Pre_-_Production,Manual,ReorderPoint,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,11001,CB,901,Production,Manual,ReorderPoint,,04/08/2016 22:36,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,11001,CB,902,Pre_-_Production,Manual,ReorderPoint,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,1688,DC,961,Production,Manual,ReorderPoint,,11/26/16 12:40:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,JPLA,101D56,AA,975,Production,Manual,ReorderPoint,,12/05/2017 09:40,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,JPLA,101D57,AA,977,Production,Manual,ReorderPoint,,12/05/2017 09:40,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,14A254,AF,1005,Out_of_Production,Manual,ReorderPoint,,9/30/14 11:14:00,10/29/18 00:00:00,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,HK52,17K079,AC,1033,Production,Manual,ReorderPoint,,04/11/2017 09:40,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,17B613,BH,1041,Out_of_Production,Manual,ReorderPoint,,12/02/2014 08:13,10/29/18 00:00:00,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,17B613,DJ,1045,Out_of_Production,Manual,ReorderPoint,,11/29/14 09:40:00,10/29/18 00:00:00,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,18D307,ED,1051,Production,Manual,ReorderPoint,,8/27/14 14:44:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,19C089,FD,1083,Production,Manual,ReorderPoint,,08/03/2014 09:40,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,19C089,GC,1085,Production,Manual,ReorderPoint,,08/03/2014 09:40,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,32688,AD,1119,Out_of_Production,Manual,ReorderPoint,,08/03/2014 09:40,12/21/21 00:00:00,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,5500,BC,1149,Production,Manual,ReorderPoint,,4/21/16 09:40:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,9N099,AF,1281,Production,Manual,ReorderPoint,,08/03/2014 09:40,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,14K160,AD,1313,Production,Manual,ReorderPoint,,2/28/15 12:30:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,253A10,AC,1365,Production,Manual,ReorderPoint,,08/03/2014 09:40,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,40406,CA8PVM,1393,Out_of_Production,Manual,ReorderPoint,,2/28/15 09:40:00,1/21/16 00:00:00,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,425A92,AD8PVJ,1399,Production,Manual,ReorderPoint,,08/03/2014 09:40,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK6M,46070,AB,1439,Production,Manual,ReorderPoint,,08/03/2014 09:40,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,9K334,BE,1567,Production,Manual,ReorderPoint,,12/13/15 09:40:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,11001,AC,1607,Production,Manual,ReorderPoint,,11/21/15 12:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,11001,AC,1608,Production,Manual,ReorderPoint,,08/05/2014 12:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,11001,CB,1612,Production,Manual,ReorderPoint,,08/05/2014 12:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DPLA,11001,AC,1620,Out_of_Production,Manual,ReorderPoint,,08/05/2014 12:00,12/17/15 00:00:00,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DPLA,1670,AC,1633,Out_of_Production,Manual,ReorderPoint,,08/06/2014 11:50,10/30/18 00:00:00,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DPLA,1670,AC,1634,Out_of_Production,Manual,ReorderPoint,,08/06/2014 11:50,10/30/18 00:00:00,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DPLA,1670,BC,1636,Production,Manual,ReorderPoint,,08/06/2014 11:50,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,46668,AF8AAM,1643,Out_of_Production,Manual,ReorderPoint,,08/06/2014 11:50,10/30/18 00:00:00,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,46668,AF8AAM,1644,Out_of_Production,Manual,ReorderPoint,,08/06/2014 11:50,10/30/18 00:00:00,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,DK62,46668,AF8PVJ,1646,Out_of_Production,Manual,ReorderPoint,,08/06/2014 11:50,12/10/2015 00:00,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,18D334,DB,1788,Production,Manual,ReorderPoint,,3/25/19 03:55:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,2A055,AA,4417,Production,RFID,ReorderPoint,39085445,10/16/14 11:17:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,017A84,AF,4418,Production,RFID,ReorderPoint,39090928,10/16/17 11:17:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,4M51,A26480,AB,4420,Production,RFID,ReorderPoint,39085284,7/21/15 11:17:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,MX73,112C12,AA,4422,Production,RFID,ReorderPoint,39085701,6/20/17 11:17:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,101A16,AF,4434,Production,RFID,ReorderPoint,39084563,04/01/2016 11:17,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,101A17,AF,4435,Production,RFID,ReorderPoint,39084549,09/12/2017 11:17,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,100A59,AE,4454,Production,RFID,ReorderPoint,39111471,01/02/2019 11:17,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,10120,AB,4483,Production,RFID,ReorderPoint,39118653,11/03/2015 11:17,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,10285,AC,4491,Production,RFID,ReorderPoint,39246060,3/20/17 11:17:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,2048,AH,4493,Production,Manual,ReorderPoint,,11/18/19 11:17:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,1628,AE,4494,Production,RFID,ReorderPoint,39119310,04/03/2017 11:17,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,40616,AE,4566,Production,RFID,ReorderPoint,39085400,4/29/16 11:17:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,40617,AF,4567,Production,RFID,ReorderPoint,39085606,03/12/2016 11:17,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,401A30,AB,4572,Production,RFID,ReorderPoint,39085140,11/04/2015 11:17,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,40626,AH,4573,Production,RFID,ReorderPoint,39085651,03/12/2016 12:36,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,26015,AA,4578,Production,RFID,ReorderPoint,39085735,3/15/17 11:17:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,26014,AA,4596,Production,RFID,ReorderPoint,39117050,3/15/17 11:17:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GPLA,9032,AC,4680,Production,Manual,ReorderPoint,,4/13/17 18:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,FPLA,9Y439,CA,4687,Production,Manual,ReorderPoint,,2/19/16 18:00:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,16C076,AA,4715,Production,RFID,ReorderPoint,39085071,10/20/14 09:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,16C077,AA,4716,Production,RFID,ReorderPoint,39085039,10/20/15 09:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,2A055,AA,4720,Production,RFID,ReorderPoint,39085040,11/28/14 09:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,016C04,AD,4721,Production,RFID,ReorderPoint,39085074,5/15/15 09:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,017B52,AB,4722,Production,RFID,ReorderPoint,39085030,09/10/2018 09:15,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,5H42,203A16,AA,4724,Production,RFID,ReorderPoint,39085089,10/20/15 09:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,5H42,203A17,AA,4725,Production,RFID,ReorderPoint,39085056,10/20/15 09:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,CPLA,244A20,AA,4727,Production,RFID,ReorderPoint,39085063,10/20/14 09:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,6H52,228A32,AA,4728,Production,RFID,ReorderPoint,39085073,10/17/15 09:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,277B10,AC,4730,Production,RFID,ReorderPoint,39085050,11/10/2014 09:15,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,016D55,AA,4736,Production,RFID,ReorderPoint,39085296,10/20/14 09:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4.00.00v,GX73,016N02,AA,4737,Production,RFID,ReorderPoint,39071772,10/20/14 09:15:00,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
